page,text,identifier_range_y0,identifier_range_y1
14,151101,459.3304,470.9704
14,151119,470.9704,482.6104
14,158620,482.6104,494.2504
14,151205,494.2504,505.8904
14,175879,505.8904,517.5304
14,151272,517.5304,529.1704
14,159202,529.1704,540.8104000000001
14,159256,540.8104000000001,552.4504
14,159196,552.4504,564.0904
14,159184,564.0904,575.7304
14,175818,575.7304,587.3704
14,161642,587.3704,599.0104
14,161821,599.0104,610.6804
14,161659,610.6804,622.3204000000001
14,159170,622.3204000000001,633.9604
14,163904,633.9604,645.6004
14,164808,645.6004,657.2404
14,165632,657.2404,668.8804
14,167213,668.8804,680.5204
14,167317,680.5204,692.1604
14,167491,692.1604,703.7964
14,167569,703.7964,715.4364
14,168975,715.4364,727.0764
14,169901,727.0764,738.7164
14,170469,738.7164,750.3564
14,171541,750.3564,761.9964
15,Ref,761.9964,69.64999999999998
15,171693,69.64999999999998,86.92039999999997
15,171561,86.92039999999997,98.56039999999996
15,171605,98.56039999999996,110.20039999999995
15,171596,110.20039999999995,121.84039999999993
15,171685,121.84039999999993,133.48039999999992
15,171702,133.48039999999992,145.1203999999999
15,171135,145.1203999999999,156.7604
15,171892,156.7604,168.4004
15,175750,168.4004,180.04039999999998
15,172619,180.04039999999998,191.68039999999996
15,173819,191.68039999999996,203.32039999999995
15,175800,203.32039999999995,214.96039999999994
15,175994,214.96039999999994,226.60039999999992
15,175938,226.60039999999992,238.2403999999999
15,175541,238.2403999999999,255.67039999999997
15,175996,255.67039999999997,273.07039999999995
15,171130,273.07039999999995,284.7104
15,172519,284.7104,296.35040000000004
15,175503,296.35040000000004,307.9904
15,174824,307.9904,319.6304
15,165035,319.6304,331.2704
15,158683,331.2704,342.91040000000004
15,172276,342.91040000000004,354.5504
15,171923,354.5504,366.1904
15,174784,366.1904,377.8304
15,142362,377.8304,389.4704
15,173866,389.4704,401.1104
15,158711,401.1104,412.7504
15,171180,412.7504,424.41040000000004
15,174405,424.41040000000004,436.0504
15,158614,436.0504,447.6904
15,158773,447.6904,459.3304
15,147755,459.3304,470.9704
15,147774,470.9704,482.6104
15,176057,482.6104,494.2504
15,147785,494.2504,505.8904
15,158755,505.8904,517.5304
15,158569,517.5304,529.1704
15,151516,529.1704,540.8104000000001
15,151290,540.8104000000001,552.4504
15,151534,552.4504,564.0904
15,158793,564.0904,575.7304
15,151557,575.7304,587.3704
15,159235,587.3704,599.0104
15,172698,599.0104,610.6804
15,176079,610.6804,622.3204000000001
15,160714,622.3204000000001,633.9604
15,159134,633.9604,645.6004
15,169416,645.6004,657.2404
15,174005,657.2404,674.6404
15,173285,674.6404,692.0404
15,163685,692.0404,703.6764000000001
15,163880,703.6764000000001,715.3164
15,165772,715.3164,726.9564
15,171469,726.9564,738.5964
15,167419,738.5964,750.2364
15,167652,750.2364,761.8764
16,Ref,761.8764,69.64999999999998
16,167572,69.64999999999998,86.92039999999997
16,167812,86.92039999999997,98.56039999999996
16,168121,98.56039999999996,110.20039999999995
16,169232,110.20039999999995,121.84039999999993
16,169190,121.84039999999993,133.48039999999992
16,171690,133.48039999999992,145.1203999999999
16,171842,145.1203999999999,156.7604
16,171912,156.7604,168.4004
16,171993,168.4004,180.04039999999998
16,172144,180.04039999999998,191.68039999999996
16,174786,191.68039999999996,203.32039999999995
16,175987,203.32039999999995,214.96039999999994
16,176069,214.96039999999994,226.60039999999992
16,175967,226.60039999999992,244.0304
16,176082,244.0304,261.43039999999996
16,176184,261.43039999999996,273.07039999999995
16,175704,273.07039999999995,284.7104
16,173306,284.7104,296.35040000000004
16,175310,296.35040000000004,307.9904
16,158728,307.9904,319.6304
16,158794,319.6304,331.2704
16,159221,331.2704,342.91040000000004
16,176044,342.91040000000004,354.5504
16,176289,354.5504,366.1904
16,171996,366.1904,377.8304
16,172299,377.8304,389.4704
16,175153,389.4704,401.1104
16,175637,401.1104,418.5104
