page,text,identifier_range_y0,identifier_range_y1
8,159609,86.92039999999997,98.56039999999996
8,175109,98.56039999999996,110.20039999999995
8,163700,110.20039999999995,121.84039999999993
8,173791,121.84039999999993,133.48039999999992
8,160046,133.48039999999992,145.1203999999999
8,159442,145.1203999999999,156.7604
8,159199,156.7604,168.4004
8,159617,168.4004,180.04039999999998
8,160430,180.04039999999998,191.68039999999996
8,160533,191.68039999999996,203.32039999999995
8,161332,203.32039999999995,214.96039999999994
8,162524,214.96039999999994,226.60039999999992
8,163796,226.60039999999992,238.2403999999999
8,163910,238.2403999999999,249.91039999999998
8,173721,249.91039999999998,267.31039999999996
8,159438,267.31039999999996,284.7104
8,165517,284.7104,296.35040000000004
8,169895,296.35040000000004,307.9904
8,169997,307.9904,319.6304
8,170032,319.6304,331.2704
8,170256,331.2704,342.91040000000004
8,170845,342.91040000000004,354.5504
8,171204,354.5504,366.1904
8,171572,366.1904,377.8304
8,173986,377.8304,389.4704
8,174288,389.4704,401.1104
8,172700,401.1104,412.7504
8,165050,412.7504,424.41040000000004
8,168388,424.41040000000004,436.0504
8,173136,436.0504,447.6904
8,164388,447.6904,459.3304
8,168407,459.3304,470.9704
8,174740,470.9704,482.6104
8,136213,482.6104,494.2504
8,170637,494.2504,505.8904
8,136286,505.8904,517.5304
8,168698,517.5304,529.1704
8,158684,529.1704,540.8104000000001
8,158715,540.8104000000001,552.4504
8,158766,552.4504,564.0904
8,158584,564.0904,575.7304
8,141006,575.7304,587.3704
8,158586,587.3704,599.0104
8,141063,599.0104,610.6804
8,170648,610.6804,622.3204000000001
8,141179,622.3204000000001,633.9604
8,144178,633.9604,645.6004
8,174738,645.6004,657.2404
8,144246,657.2404,668.8804
8,144207,668.8804,680.5204
8,158625,680.5204,692.1604
8,166351,692.1604,703.7964
8,158747,703.7964,715.4364
8,146424,715.4364,727.0764
8,158753,727.0764,738.7164
8,158558,738.7164,750.3564
8,158680,750.3564,761.9964
9,Ref,761.9964,69.64999999999998
9,158760,69.64999999999998,86.92039999999997
9,174806,86.92039999999997,104.32039999999995
9,175370,104.32039999999995,121.72039999999993
9,150082,121.72039999999993,133.3603999999999
9,158719,133.3603999999999,145.0003999999999
9,150121,145.0003999999999,156.6404
9,170351,156.6404,168.2804
9,159572,168.2804,179.92039999999997
9,159351,179.92039999999997,191.56039999999996
9,158779,191.56039999999996,203.20039999999995
9,159652,203.20039999999995,214.84039999999993
9,159833,214.84039999999993,226.48039999999992
9,175030,226.48039999999992,243.91039999999998
9,160013,243.91039999999998,261.31039999999996
9,159210,261.31039999999996,272.95039999999995
9,159287,272.95039999999995,284.5904
9,174397,284.5904,296.23040000000003
9,159149,296.23040000000003,307.8704
9,160080,307.8704,319.5104
9,162979,319.5104,331.1504
9,165272,331.1504,342.79040000000003
9,165483,342.79040000000003,354.4304
9,165686,354.4304,366.0704
9,165835,366.0704,377.7104
9,165501,377.7104,389.35040000000004
9,165393,389.35040000000004,400.9904
9,165647,400.9904,412.6304
9,174600,412.6304,424.29040000000003
9,165905,424.29040000000003,435.9304
9,174137,435.9304,447.5704
9,169289,447.5704,459.2104
9,169918,459.2104,470.85040000000004
9,170255,470.85040000000004,482.4904
9,170417,482.4904,494.1304
9,173800,494.1304,505.7704
9,172122,505.7704,517.4104
9,172896,517.4104,529.0504000000001
9,173377,529.0504000000001,540.6904
9,174482,540.6904,552.3304
9,174512,552.3304,563.9704
9,175837,563.9704,575.6104
9,175985,575.6104,587.2504
9,139167,587.2504,598.8904
9,175035,598.8904,610.5604000000001
9,121429,610.5604000000001,622.2004
9,130872,622.2004,633.8404
9,131090,633.8404,645.4804
9,171744,645.4804,657.1204
9,133994,657.1204,668.7604
9,174299,668.7604,680.4004
9,171647,680.4004,692.0404
9,158706,692.0404,703.6764000000001
9,139089,703.6764000000001,715.3164
9,139064,715.3164,726.9564
9,139100,726.9564,738.5964
9,139143,738.5964,750.2364
9,175084,750.2364,761.8764
10,Ref,761.8764,69.64999999999998
10,158589,69.64999999999998,86.92039999999997
10,141297,86.92039999999997,98.56039999999996
10,141373,98.56039999999996,110.20039999999995
10,168989,110.20039999999995,121.84039999999993
10,174146,121.84039999999993,133.48039999999992
10,174699,133.48039999999992,145.1203999999999
10,141621,145.1203999999999,156.7604
10,171453,156.7604,168.4004
10,174899,168.4004,180.04039999999998
10,158692,180.04039999999998,191.68039999999996
10,144329,191.68039999999996,203.32039999999995
10,171739,203.32039999999995,214.96039999999994
10,144361,214.96039999999994,226.60039999999992
10,144400,226.60039999999992,238.2403999999999
10,174923,238.2403999999999,249.91039999999998
10,144407,249.91039999999998,261.55039999999997
10,144443,261.55039999999997,273.19039999999995
10,173282,273.19039999999995,284.8304
10,158705,284.8304,296.4704
10,144494,296.4704,308.1104
10,171475,308.1104,319.7504
10,144531,319.7504,331.3904
10,144545,331.3904,343.0304
10,146635,343.0304,354.67040000000003
10,146678,354.67040000000003,366.3104
10,146735,366.3104,377.9504
10,170763,377.9504,389.5904
10,158651,389.5904,401.23040000000003
10,158704,401.23040000000003,412.8704
10,176108,412.8704,424.5304
10,173965,424.5304,436.17040000000003
10,150220,436.17040000000003,447.8104
10,158647,447.8104,459.4504
10,150320,459.4504,471.0904
10,158659,471.0904,482.73040000000003
10,167923,482.73040000000003,494.3704
10,150379,494.3704,506.0104
10,150403,506.0104,517.6504
10,158660,517.6504,529.2904000000001
10,159292,529.2904000000001,540.9304
10,160067,540.9304,552.5704000000001
10,160063,552.5704000000001,564.2104
10,160586,564.2104,575.8504
10,159138,575.8504,587.4904
10,159203,587.4904,599.1304
10,166257,599.1304,610.8004000000001
10,174661,610.8004000000001,622.4404
10,160686,622.4404,634.0804
10,160497,634.0804,645.7204
10,162954,645.7204,657.3604
10,163515,657.3604,669.0004
10,166046,669.0004,680.6404
10,166075,680.6404,692.2804
10,166101,692.2804,703.9164
10,166069,703.9164,715.5563999999999
10,165935,715.5563999999999,727.1964
10,166041,727.1964,738.8364
10,166324,738.8364,750.4764
10,174898,750.4764,762.1164
11,Ref,762.1164,69.64999999999998
11,166863,69.64999999999998,86.92039999999997
11,167119,86.92039999999997,98.56039999999996
11,167427,98.56039999999996,110.20039999999995
11,169905,110.20039999999995,121.84039999999993
11,170766,121.84039999999993,133.48039999999992
11,170467,133.48039999999992,145.1203999999999
11,170530,145.1203999999999,156.7604
11,174785,156.7604,168.4004
11,170858,168.4004,180.04039999999998
11,170895,180.04039999999998,191.68039999999996
11,171454,191.68039999999996,203.32039999999995
11,172159,203.32039999999995,214.96039999999994
11,173445,214.96039999999994,226.60039999999992
11,174392,226.60039999999992,238.2403999999999
11,174867,238.2403999999999,255.67039999999997
11,174909,255.67039999999997,273.07039999999995
11,174760,273.07039999999995,284.7104
11,174762,284.7104,296.35040000000004
11,174821,296.35040000000004,307.9904
11,175000,307.9904,319.6304
11,175048,319.6304,331.2704
11,175023,331.2704,342.91040000000004
11,175145,342.91040000000004,354.5504
11,169326,354.5504,366.1904
11,169565,366.1904,377.8304
11,173589,377.8304,389.4704
11,172341,389.4704,401.1104
11,124746,401.1104,412.7504
11,165266,412.7504,424.41040000000004
11,171146,424.41040000000004,436.0504
11,170503,436.0504,447.6904
11,174889,447.6904,459.3304
11,139293,459.3304,470.9704
11,139323,470.9704,482.6104
11,139344,482.6104,494.2504
11,175912,494.2504,505.8904
11,174665,505.8904,517.5304
11,141812,517.5304,529.1704
11,158637,529.1704,546.5704000000001
11,144617,546.5704000000001,563.9704
11,158639,563.9704,575.6104
11,165267,575.6104,587.2504
11,158641,587.2504,598.8904
11,147049,598.8904,610.5604000000001
11,147069,610.5604000000001,622.2004
11,147075,622.2004,633.8404
11,147175,633.8404,645.4804
11,175235,645.4804,657.1204
11,147305,657.1204,668.7604
11,158554,668.7604,680.4004
11,158627,680.4004,692.0404
11,147329,692.0404,703.6764000000001
11,158785,703.6764000000001,715.3164
11,158662,715.3164,726.9564
11,158664,726.9564,738.5964
11,158665,738.5964,750.2364
11,150668,750.2364,761.8764
12,Ref,761.8764,69.64999999999998
12,158666,69.64999999999998,86.92039999999997
12,158667,86.92039999999997,98.56039999999996
12,150649,98.56039999999996,110.20039999999995
12,158669,110.20039999999995,121.84039999999993
12,159211,121.84039999999993,133.48039999999992
12,160584,133.48039999999992,145.1203999999999
12,160649,145.1203999999999,156.7604
12,160457,156.7604,168.4004
12,160929,168.4004,180.04039999999998
12,160986,180.04039999999998,191.68039999999996
12,160987,191.68039999999996,203.32039999999995
12,159154,203.32039999999995,214.96039999999994
12,159219,214.96039999999994,226.60039999999992
12,160725,226.60039999999992,238.2403999999999
12,172498,238.2403999999999,249.91039999999998
12,159109,249.91039999999998,261.55039999999997
12,161102,261.55039999999997,273.19039999999995
12,161761,273.19039999999995,284.8304
12,163936,284.8304,296.4704
12,166195,296.4704,308.1104
12,166675,308.1104,319.7504
12,173798,319.7504,331.3904
12,159175,331.3904,343.0304
12,167907,343.0304,354.67040000000003
12,171052,354.67040000000003,366.3104
12,171034,366.3104,377.9504
12,171158,377.9504,389.5904
12,171183,389.5904,401.23040000000003
12,171181,401.23040000000003,412.8704
12,171305,412.8704,424.5304
12,172113,424.5304,436.17040000000003
12,171397,436.17040000000003,447.8104
12,172030,447.8104,459.4504
12,172182,459.4504,471.0904
12,172625,471.0904,482.73040000000003
12,172784,482.73040000000003,494.3704
12,173954,494.3704,506.0104
12,175174,506.0104,517.6504
12,175238,517.6504,529.2904000000001
12,175117,529.2904000000001,540.9304
12,174871,540.9304,552.5704000000001
12,175468,552.5704000000001,564.2104
12,175618,564.2104,575.8504
12,170816,575.8504,587.4904
12,158740,587.4904,599.1304
12,158687,599.1304,610.8004000000001
12,158744,610.8004000000001,622.4404
12,158710,622.4404,634.0804
12,158756,634.0804,645.7204
12,158717,645.7204,657.3604
12,158759,657.3604,669.0004
12,164392,669.0004,680.6404
12,166895,680.6404,692.2804
12,168829,692.2804,703.9164
12,173137,703.9164,715.5563999999999
12,170934,715.5563999999999,727.1964
12,173956,727.1964,738.8364
12,131865,738.8364,750.4764
12,134506,750.4764,762.1164
13,Ref,762.1164,69.64999999999998
13,158560,69.64999999999998,86.92039999999997
13,165984,86.92039999999997,98.56039999999996
13,168252,98.56039999999996,110.20039999999995
13,136944,110.20039999999995,121.84039999999993
13,175895,121.84039999999993,133.48039999999992
13,139448,133.48039999999992,145.1203999999999
13,139449,145.1203999999999,156.7604
13,158571,156.7604,168.4004
13,158598,168.4004,180.04039999999998
13,158561,180.04039999999998,191.68039999999996
13,158605,191.68039999999996,203.32039999999995
13,166062,203.32039999999995,214.96039999999994
13,142015,214.96039999999994,226.60039999999992
13,142018,226.60039999999992,238.2403999999999
13,158539,238.2403999999999,249.91039999999998
13,158599,249.91039999999998,261.55039999999997
13,142112,261.55039999999997,273.19039999999995
13,175098,273.19039999999995,284.8304
13,158714,284.8304,296.4704
13,144745,296.4704,308.1104
13,174896,308.1104,319.7504
13,144777,319.7504,331.3904
13,158721,331.3904,343.0304
13,147327,343.0304,354.67040000000003
13,147406,354.67040000000003,366.3104
13,147386,366.3104,377.9504
13,147432,377.9504,389.5904
13,147458,389.5904,401.23040000000003
13,174059,401.23040000000003,412.8704
13,172564,412.8704,424.5304
13,158671,424.5304,436.17040000000003
13,150906,436.17040000000003,447.8104
13,150957,447.8104,459.4504
13,150935,459.4504,471.0904
13,158587,471.0904,482.73040000000003
13,150998,482.73040000000003,494.3704
13,158673,494.3704,506.0104
13,158670,506.0104,517.6504
13,159709,517.6504,529.2904000000001
13,159773,529.2904000000001,540.9304
13,158537,540.9304,552.5704000000001
13,160694,552.5704000000001,564.2104
13,175788,564.2104,581.6104
13,165696,581.6104,599.0104
13,159205,599.0104,610.6804
13,167431,610.6804,622.3204000000001
13,158682,622.3204000000001,633.9604
13,158690,633.9604,645.6004
13,173914,645.6004,657.2404
13,170518,657.2404,668.8804
13,158746,668.8804,680.5204
13,161746,680.5204,692.1604
13,162241,692.1604,703.7964
13,162494,703.7964,715.4364
13,163931,715.4364,727.0764
13,158650,727.0764,738.7164
13,166664,738.7164,750.3564
13,166732,750.3564,761.9964
14,Ref,761.9964,69.64999999999998
14,147339,69.64999999999998,86.92039999999997
14,166880,86.92039999999997,98.56039999999996
14,166979,98.56039999999996,110.20039999999995
14,167703,110.20039999999995,121.84039999999993
14,170505,121.84039999999993,133.48039999999992
14,166997,133.48039999999992,145.1203999999999
14,167364,145.1203999999999,156.7604
14,167493,156.7604,168.4004
14,167651,168.4004,180.04039999999998
14,168906,180.04039999999998,191.68039999999996
14,171128,191.68039999999996,203.32039999999995
14,171253,203.32039999999995,214.96039999999994
14,171371,214.96039999999994,226.60039999999992
14,171289,226.60039999999992,238.2403999999999
14,171332,238.2403999999999,249.91039999999998
14,175470,249.91039999999998,261.55039999999997
14,175620,261.55039999999997,273.19039999999995
14,167036,273.19039999999995,284.8304
14,171959,284.8304,296.4704
14,173911,296.4704,308.1104
14,174591,308.1104,319.7504
14,175937,319.7504,331.3904
14,175037,331.3904,348.79040000000003
14,175635,348.79040000000003,366.1904
14,173999,366.1904,377.8304
14,142211,377.8304,389.4704
14,176041,389.4704,401.1104
14,175371,401.1104,412.7504
14,158732,412.7504,424.41040000000004
14,170253,424.41040000000004,436.0504
14,147624,436.0504,447.6904
14,158592,447.6904,459.3304
