page,text,font,size,origin_x,origin_y,bbox
1,Licence_RefNo,Calibri,10.979999542236328,52.79999923706055,64.97967529296875,"(52.79999923706055, 56.74467468261719, 119.0461196899414, 67.72467803955078)"
1,Vehicle_Registration,Calibri,10.979999542236328,139.5628662109375,64.97967529296875,"(139.5628662109375, 56.74467468261719, 231.55755615234375, 67.72467803955078)"
1,Vehicle_Make&Model,Calibri,10.979999542236328,249.10699462890625,64.97967529296875,"(249.10699462890625, 56.74467468261719, 348.70111083984375, 67.72467803955078)"
1,PH0500,Calibri,10.979999542236328,52.79999923706055,79.319580078125,"(52.79999923706055, 71.08457946777344, 87.58284759521484, 82.06458282470703)"
1,R13 NDR,Calibri,10.979999542236328,139.57057189941406,79.319580078125,"(139.57057189941406, 71.08457946777344, 178.94227600097656, 82.06458282470703)"
1,Kia Niro,Calibri,10.979999542236328,249.1234893798828,79.319580078125,"(249.1234893798828, 71.08457946777344, 284.31707763671875, 82.06458282470703)"
1,PH0501,Calibri,10.979999542236328,52.80108642578125,93.65948486328125,"(52.80108642578125, 85.42448425292969, 87.58393096923828, 96.40448760986328)"
1,HY18 DWV,Calibri,10.979999542236328,139.5716552734375,93.65948486328125,"(139.5716552734375, 85.42448425292969, 188.12060546875, 96.40448760986328)"
1,Mercedes Benz E220d,Calibri,10.979999542236328,249.1190948486328,93.65948486328125,"(249.1190948486328, 85.42448425292969, 347.7677307128906, 96.40448760986328)"
1,PH0503,Calibri,10.979999542236328,52.80218505859375,107.9993896484375,"(52.80218505859375, 99.76438903808594, 87.58502960205078, 110.74439239501953)"
1,BD69 OGX,Calibri,10.979999542236328,139.57275390625,107.9993896484375,"(139.57275390625, 99.76438903808594, 185.7989959716797, 110.74439239501953)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12237548828125,107.9993896484375,"(249.12237548828125, 99.76438903808594, 312.0477294921875, 110.74439239501953)"
1,PH0504,Calibri,10.979999542236328,52.80216979980469,122.33929443359375,"(52.80216979980469, 114.10429382324219, 87.58501434326172, 125.08429718017578)"
1,FN67 KGO,Calibri,10.979999542236328,139.57273864746094,122.33929443359375,"(139.57273864746094, 114.10429382324219, 185.21556091308594, 125.08429718017578)"
1,Kia Optima,Calibri,10.979999542236328,249.12783813476562,122.33929443359375,"(249.12783813476562, 114.10429382324219, 298.34686279296875, 125.08429718017578)"
1,PH0505,Calibri,10.979999542236328,52.802154541015625,136.67919921875,"(52.802154541015625, 128.44419860839844, 87.58499908447266, 139.4241943359375)"
1,ST21 GZB,Calibri,10.979999542236328,139.57272338867188,136.67919921875,"(139.57272338867188, 128.44419860839844, 181.61012268066406, 139.4241943359375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12234497070312,136.67919921875,"(249.12234497070312, 128.44419860839844, 312.0476989746094, 139.4241943359375)"
1,PH0506,Calibri,10.979999542236328,52.80213928222656,151.01910400390625,"(52.80213928222656, 142.7841033935547, 87.5849838256836, 153.76409912109375)"
1,FG16 WTD,Calibri,10.979999542236328,139.5727081298828,151.01910400390625,"(139.5727081298828, 142.7841033935547, 187.02093505859375, 153.76409912109375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12013244628906,151.01910400390625,"(249.12013244628906, 142.7841033935547, 312.04766845703125, 153.76409912109375)"
1,PH0507,Calibri,10.979999542236328,52.80210876464844,165.3590087890625,"(52.80210876464844, 157.12400817871094, 87.58495330810547, 168.10400390625)"
1,SG19 CHD,Calibri,10.979999542236328,139.5726776123047,165.3590087890625,"(139.5726776123047, 157.12400817871094, 184.59432983398438, 168.10400390625)"
1,Seat Leon,Calibri,10.979999542236328,249.1168212890625,165.3590087890625,"(249.1168212890625, 157.12400817871094, 292.68536376953125, 168.10400390625)"
1,PH0511,Calibri,10.979999542236328,52.802093505859375,179.69891357421875,"(52.802093505859375, 171.4639129638672, 87.5849380493164, 182.44390869140625)"
1,SD72 MDE,Calibri,10.979999542236328,139.57266235351562,179.69891357421875,"(139.57266235351562, 171.4639129638672, 186.47677612304688, 182.44390869140625)"
1,Toyota Corolla,Calibri,10.979999542236328,249.11679077148438,179.69891357421875,"(249.11679077148438, 171.4639129638672, 313.9888916015625, 182.44390869140625)"
1,PH0512,Calibri,10.979999542236328,52.80316162109375,194.038818359375,"(52.80316162109375, 185.80381774902344, 87.58600616455078, 196.7838134765625)"
1,NX69 UFY,Calibri,10.979999542236328,139.57373046875,194.038818359375,"(139.57373046875, 185.80381774902344, 183.40261840820312, 196.7838134765625)"
1,Skoda Octavia,Calibri,10.979999542236328,249.1200714111328,194.038818359375,"(249.1200714111328, 185.80381774902344, 312.0487060546875, 196.7838134765625)"
1,PH0513,Calibri,10.979999542236328,52.80314636230469,208.37872314453125,"(52.80314636230469, 200.1437225341797, 87.58599090576172, 211.12371826171875)"
1,BD69 EWK,Calibri,10.979999542236328,139.57371520996094,208.37872314453125,"(139.57371520996094, 200.1437225341797, 186.73861694335938, 211.12371826171875)"
1,Peugeot 508 Auto Estate,Calibri,10.979999542236328,249.12991333007812,208.37872314453125,"(249.12991333007812, 200.1437225341797, 359.5904846191406, 211.12371826171875)"
1,PH0516,Calibri,10.979999542236328,52.80419921875,222.7186279296875,"(52.80419921875, 214.48362731933594, 87.58704376220703, 225.463623046875)"
1,KV18 JWY,Calibri,10.979999542236328,139.57476806640625,222.7186279296875,"(139.57476806640625, 214.48362731933594, 183.73635864257812, 225.463623046875)"
1,Renault Kadjar,Calibri,10.979999542236328,249.12660217285156,222.7186279296875,"(249.12660217285156, 214.48362731933594, 314.47113037109375, 225.463623046875)"
1,PH0517,Calibri,10.979999542236328,52.80418395996094,237.05853271484375,"(52.80418395996094, 228.8235321044922, 87.58702850341797, 239.80352783203125)"
1,DV72 AXG,Calibri,10.979999542236328,139.5747528076172,237.05853271484375,"(139.5747528076172, 228.8235321044922, 185.1445770263672, 239.80352783203125)"
1,Toyota Corolla,Calibri,10.979999542236328,249.12986755371094,237.05853271484375,"(249.12986755371094, 228.8235321044922, 313.9909973144531, 239.80352783203125)"
1,PH0519,Calibri,10.979999542236328,52.805267333984375,251.3984375,"(52.805267333984375, 243.16343688964844, 87.5881118774414, 254.1434326171875)"
1,J4 TOA,Calibri,10.979999542236328,139.57583618164062,251.3984375,"(139.57583618164062, 243.16343688964844, 170.08277893066406, 254.1434326171875)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12545776367188,251.3984375,"(249.12545776367188, 243.16343688964844, 312.0508117675781, 254.1434326171875)"
1,PH0520,Calibri,10.979999542236328,52.80525207519531,265.73834228515625,"(52.80525207519531, 257.50335693359375, 87.58809661865234, 268.48333740234375)"
1,SH68 LVG,Calibri,10.979999542236328,139.57582092285156,265.73834228515625,"(139.57582092285156, 257.50335693359375, 182.8277587890625, 268.48333740234375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.11776733398438,265.73834228515625,"(249.11776733398438, 257.50335693359375, 312.05078125, 268.48333740234375)"
1,PH0521,Calibri,10.979999542236328,52.80522155761719,280.0782470703125,"(52.80522155761719, 271.84326171875, 87.58806610107422, 282.8232421875)"
1,SH21 XUN,Calibri,10.979999542236328,139.57579040527344,280.0782470703125,"(139.57579040527344, 271.84326171875, 184.8990936279297, 282.8232421875)"
1,Skoda Octavia,Calibri,10.979999542236328,249.1342010498047,280.0782470703125,"(249.1342010498047, 271.84326171875, 312.0507507324219, 282.8232421875)"
1,PH0526,Calibri,10.979999542236328,52.80519104003906,294.41815185546875,"(52.80519104003906, 286.18316650390625, 87.5880355834961, 297.16314697265625)"
1,PN20 KXA,Calibri,10.979999542236328,139.5757598876953,294.41815185546875,"(139.5757598876953, 286.18316650390625, 183.6990203857422, 297.16314697265625)"
1,Volkswagen Passat SE,Calibri,10.979999542236328,249.13418579101562,294.41815185546875,"(249.13418579101562, 286.18316650390625, 346.283935546875, 297.16314697265625)"
1,PH0530,Calibri,10.979999542236328,52.80633544921875,308.758056640625,"(52.80633544921875, 300.5230712890625, 87.58917999267578, 311.5030517578125)"
1,GM19 MPV,Calibri,10.979999542236328,139.576904296875,308.758056640625,"(139.576904296875, 300.5230712890625, 190.7873992919922, 311.5030517578125)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12652587890625,308.758056640625,"(249.12652587890625, 300.5230712890625, 312.0518798828125, 311.5030517578125)"
1,PH0532,Calibri,10.979999542236328,52.80632019042969,323.09796142578125,"(52.80632019042969, 314.86297607421875, 87.58916473388672, 325.84295654296875)"
1,NX17 UMD,Calibri,10.979999542236328,139.57688903808594,323.09796142578125,"(139.57688903808594, 314.86297607421875, 189.1585235595703, 325.84295654296875)"
1,Vauxhall Astra,Calibri,10.979999542236328,249.1287078857422,323.09796142578125,"(249.1287078857422, 314.86297607421875, 313.1114196777344, 325.84295654296875)"
1,PH0536,Calibri,10.979999542236328,52.807403564453125,337.4378356933594,"(52.807403564453125, 329.2028503417969, 87.59024810791016, 340.1828308105469)"
1,GM21 PYW,Calibri,10.979999542236328,139.57797241210938,337.4378356933594,"(139.57797241210938, 329.2028503417969, 190.27915954589844, 340.1846923828125)"
1,Skoda Kamiq,Calibri,10.979999542236328,249.12484741210938,337.439697265625,"(249.12484741210938, 329.2047119140625, 306.483154296875, 340.1846923828125)"
1,PH0537,Calibri,10.979999542236328,52.80021667480469,351.7795715332031,"(52.80021667480469, 343.5445861816406, 87.58306121826172, 354.5245666503906)"
1,KAS18 URV,Calibri,10.979999542236328,139.57078552246094,351.7795715332031,"(139.57078552246094, 343.5445861816406, 189.5164031982422, 354.5245666503906)"
1,Mercedes‐Benz C220,Calibri,10.979999542236328,249.12042236328125,351.7795715332031,"(249.12042236328125, 343.5445861816406, 343.3687438964844, 354.5245666503906)"
1,PH0538,Calibri,10.979999542236328,52.80023193359375,366.11944580078125,"(52.80023193359375, 357.88446044921875, 87.58307647705078, 368.86444091796875)"
1,DU67 LZM,Calibri,10.979999542236328,139.57080078125,366.11944580078125,"(139.57080078125, 357.88446044921875, 186.11038208007812, 368.86444091796875)"
1,Honda Civic,Calibri,10.979999542236328,249.11273193359375,366.11944580078125,"(249.11273193359375, 357.88446044921875, 301.5175476074219, 368.86444091796875)"
1,PH0539,Calibri,10.979999542236328,52.80021667480469,380.4593200683594,"(52.80021667480469, 372.2243347167969, 87.58306121826172, 383.2043151855469)"
1,SY66 VHP,Calibri,10.979999542236328,139.57078552246094,380.4593200683594,"(139.57078552246094, 372.2243347167969, 182.30712890625, 383.2043151855469)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12042236328125,380.4593200683594,"(249.12042236328125, 372.2243347167969, 312.0457458496094, 383.2043151855469)"
1,PH0540,Calibri,10.979999542236328,52.80018615722656,394.7991943359375,"(52.80018615722656, 386.564208984375, 87.5830307006836, 397.544189453125)"
1,EA18 WWZ,Calibri,10.979999542236328,139.5707550048828,394.7991943359375,"(139.5707550048828, 386.564208984375, 189.57321166992188, 397.544189453125)"
1,Hyundai Ioniq,Calibri,10.979999542236328,249.124755859375,394.7991943359375,"(249.124755859375, 386.564208984375, 311.101318359375, 397.544189453125)"
1,PH0541,Calibri,10.979999542236328,52.80128479003906,409.1390686035156,"(52.80128479003906, 400.9040832519531, 87.5841293334961, 411.8840637207031)"
1,FX19 FCM,Calibri,10.979999542236328,139.5718536376953,409.1390686035156,"(139.5718536376953, 400.9040832519531, 184.1976318359375, 411.8840637207031)"
1,Mercedes‐Benz C220,Calibri,10.979999542236328,249.11380004882812,409.1390686035156,"(249.11380004882812, 400.9040832519531, 343.3697814941406, 411.8840637207031)"
1,PH0544,Calibri,10.979999542236328,52.80126953125,423.47894287109375,"(52.80126953125, 415.24395751953125, 87.58411407470703, 426.22393798828125)"
1,SG22 VMV,Calibri,10.979999542236328,139.57183837890625,423.47894287109375,"(139.57183837890625, 415.24395751953125, 186.98873901367188, 426.22393798828125)"
1,Toyota Corolla Icon,Calibri,10.979999542236328,249.1126708984375,423.47894287109375,"(249.1126708984375, 415.24395751953125, 335.4538269042969, 426.22393798828125)"
1,PH0545,Calibri,10.979999542236328,52.8023681640625,437.8188171386719,"(52.8023681640625, 429.5838317871094, 87.58521270751953, 440.5638122558594)"
1,GJ70 ETO,Calibri,10.979999542236328,139.57293701171875,437.8188171386719,"(139.57293701171875, 429.5838317871094, 181.57809448242188, 440.5638122558594)"
1,Skoda Octavia,Calibri,10.979999542236328,249.1148681640625,437.8188171386719,"(249.1148681640625, 429.5838317871094, 312.0478820800781, 440.5638122558594)"
1,PH0546,Calibri,10.979999542236328,52.80232238769531,452.15869140625,"(52.80232238769531, 443.9237060546875, 87.58516693115234, 454.9036865234375)"
1,DG18 HWH,Calibri,10.979999542236328,139.57289123535156,452.15869140625,"(139.57289123535156, 443.9237060546875, 190.31085205078125, 454.9036865234375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12582397460938,452.15869140625,"(249.12582397460938, 443.9237060546875, 312.0478515625, 454.9036865234375)"
1,PH0548,Calibri,10.979999542236328,52.80229187011719,466.4985656738281,"(52.80229187011719, 458.2635803222656, 87.58513641357422, 469.2435607910156)"
1,NX19 RTU,Calibri,10.979999542236328,139.57286071777344,466.4985656738281,"(139.57286071777344, 458.2635803222656, 184.31634521484375, 469.2435607910156)"
1,Seat Leon,Calibri,10.979999542236328,249.12469482421875,466.4985656738281,"(249.12469482421875, 458.2635803222656, 292.685546875, 469.2435607910156)"
1,PH0549,Calibri,10.979999542236328,52.802276611328125,480.83843994140625,"(52.802276611328125, 472.60345458984375, 87.58512115478516, 483.58343505859375)"
1,NY73 DZU,Calibri,10.979999542236328,139.57284545898438,480.83843994140625,"(139.57284545898438, 472.60345458984375, 184.5491180419922, 483.58343505859375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.12139892578125,480.83843994140625,"(249.12139892578125, 472.60345458984375, 312.0478210449219, 483.58343505859375)"
1,PH0550,Calibri,10.979999542236328,52.80226135253906,495.1783142089844,"(52.80226135253906, 486.9433288574219, 87.5851058959961, 497.9233093261719)"
1,SD69 GNJ,Calibri,10.979999542236328,139.5728302001953,495.1783142089844,"(139.5728302001953, 486.9433288574219, 182.4974365234375, 497.9233093261719)"
1,Dacia Logan,Calibri,10.979999542236328,249.13125610351562,495.1783142089844,"(249.13125610351562, 486.9433288574219, 302.6399841308594, 497.9233093261719)"
1,PH0551,Calibri,10.979999542236328,52.80335998535156,509.5181884765625,"(52.80335998535156, 501.283203125, 87.5862045288086, 512.26318359375)"
1,LF16 UVX,Calibri,10.979999542236328,139.5739288330078,509.5181884765625,"(139.5739288330078, 501.283203125, 181.81114196777344, 512.26318359375)"
1,Kia Optima,Calibri,10.979999542236328,249.12356567382812,509.5181884765625,"(249.12356567382812, 501.283203125, 298.3480529785156, 512.26318359375)"
1,PH0552,Calibri,10.979999542236328,52.8033447265625,523.8580322265625,"(52.8033447265625, 515.623046875, 87.58618927001953, 526.60302734375)"
1,NX73 XBZ,Calibri,10.979999542236328,139.57391357421875,523.8580322265625,"(139.57391357421875, 515.623046875, 182.77645874023438, 526.60302734375)"
1,Skoda Octavia,Calibri,10.979999542236328,249.121337890625,523.8580322265625,"(249.121337890625, 515.623046875, 312.04888916015625, 526.60302734375)"
1,PH0553,Calibri,10.979999542236328,52.80332946777344,538.1979370117188,"(52.80332946777344, 529.9629516601562, 87.58617401123047, 540.9429321289062)"
1,ND71 VZF,Calibri,10.979999542236328,139.5738983154297,538.1979370117188,"(139.5738983154297, 529.9629516601562, 183.4287872314453, 540.9429321289062)"
1,Skoda Scala,Calibri,10.979999542236328,249.1114501953125,538.1979370117188,"(249.1114501953125, 529.9629516601562, 301.17974853515625, 540.9429321289062)"
1,PH0555,Calibri,10.979999542236328,52.80439758300781,552.537841796875,"(52.80439758300781, 544.3028564453125, 87.58724212646484, 555.2828369140625)"
1,SM17 OBX,Calibri,10.979999542236328,139.57496643066406,552.537841796875,"(139.57496643066406, 544.3028564453125, 186.55113220214844, 555.2828369140625)"
1,Kia Optima,Calibri,10.979999542236328,249.12347412109375,552.537841796875,"(249.12347412109375, 544.3028564453125, 298.3501892089844, 555.2828369140625)"
1,PH0556,Calibri,10.979999542236328,52.80548095703125,566.877685546875,"(52.80548095703125, 558.6427001953125, 87.58832550048828, 569.6226806640625)"
1,SA72 VPM,Calibri,10.979999542236328,139.5760498046875,566.877685546875,"(139.5760498046875, 558.6427001953125, 185.86639404296875, 569.6226806640625)"
1,Kia Niro,Calibri,10.979999542236328,249.12567138671875,566.877685546875,"(249.12567138671875, 558.6427001953125, 284.32147216796875, 569.6226806640625)"
1,PH0557,Calibri,10.979999542236328,52.80548095703125,581.217529296875,"(52.80548095703125, 572.9825439453125, 87.58832550048828, 583.9625244140625)"
1,OY17 VRC,Calibri,10.979999542236328,139.5760498046875,581.217529296875,"(139.5760498046875, 572.9825439453125, 183.84083557128906, 583.9625244140625)"
1,Skoda Superb,Calibri,10.979999542236328,249.11911010742188,581.217529296875,"(249.11911010742188, 572.9825439453125, 310.100830078125, 583.9625244140625)"
1,PH0560,Calibri,10.979999542236328,52.80546569824219,595.5574340820312,"(52.80546569824219, 587.3224487304688, 87.58831024169922, 598.3024291992188)"
1,BK69 LKO,Calibri,10.979999542236328,139.57603454589844,595.5574340820312,"(139.57603454589844, 587.3224487304688, 182.4464111328125, 598.3024291992188)"
1,Vauxhall Astra,Calibri,10.979999542236328,249.12564086914062,595.5574340820312,"(249.12564086914062, 587.3224487304688, 313.1105651855469, 598.3024291992188)"
1,PH0562,Calibri,10.979999542236328,52.806549072265625,609.8973388671875,"(52.806549072265625, 601.662353515625, 87.58939361572266, 612.642333984375)"
1,GJ68 EDV,Calibri,10.979999542236328,139.57711791992188,609.8973388671875,"(139.57711791992188, 601.662353515625, 181.94100952148438, 612.6447143554688)"
1,Volkswagen Passat,Calibri,10.979999542236328,249.11026000976562,609.8997192382812,"(249.11026000976562, 601.6647338867188, 333.3966979980469, 612.6447143554688)"
1,PH0563,Calibri,10.979999542236328,52.7999267578125,624.2395629882812,"(52.7999267578125, 616.0045776367188, 87.58277130126953, 626.9845581054688)"
1,NU69 TZV,Calibri,10.979999542236328,139.57049560546875,624.2395629882812,"(139.57049560546875, 616.0045776367188, 184.02059936523438, 626.9845581054688)"
1,Skoda Octavia,Calibri,10.979999542236328,249.109130859375,624.2395629882812,"(249.109130859375, 616.0045776367188, 312.04547119140625, 626.9845581054688)"
1,PH0567,Calibri,10.979999542236328,52.79991149902344,638.5794677734375,"(52.79991149902344, 630.344482421875, 87.58275604248047, 641.324462890625)"
1,V25 GCC,Calibri,10.979999542236328,139.5704803466797,638.5794677734375,"(139.5704803466797, 630.344482421875, 178.03781127929688, 641.324462890625)"
1,Mercedes ‐ Benz Vito,Calibri,10.979999542236328,249.1168212890625,638.5794677734375,"(249.1168212890625, 630.344482421875, 343.9910888671875, 641.324462890625)"
1,PH0568,Calibri,10.979999542236328,52.801025390625,652.9193115234375,"(52.801025390625, 644.684326171875, 87.58386993408203, 655.664306640625)"
1,SD17 BDV,Calibri,10.979999542236328,139.57159423828125,652.9193115234375,"(139.57159423828125, 644.684326171875, 183.92945861816406, 655.664306640625)"
1,Skoda Octavia,Calibri,10.979999542236328,249.1146240234375,652.9193115234375,"(249.1146240234375, 644.684326171875, 312.0465393066406, 655.664306640625)"
1,PH0569,Calibri,10.979999542236328,52.80097961425781,667.2592163085938,"(52.80097961425781, 659.0242309570312, 87.58382415771484, 670.0042114257812)"
1,SJ23 TPF,Calibri,10.979999542236328,139.57154846191406,667.2592163085938,"(139.57154846191406, 659.0242309570312, 177.7882080078125, 670.0042114257812)"
1,Skoda Superb,Calibri,10.979999542236328,249.11679077148438,667.2592163085938,"(249.11679077148438, 659.0242309570312, 310.0963134765625, 670.0042114257812)"
1,PH0570,Calibri,10.979999542236328,52.80094909667969,681.5990600585938,"(52.80094909667969, 673.3640747070312, 87.58379364013672, 684.3440551757812)"
